Duration (s),Speaker,start_ms,end_ms
1806,SPEAKER_00,497,2303
4455,SPEAKER_00,19262,23717
743,SPEAKER_01,23869,24612
2109,SPEAKER_00,25101,27210
1941,SPEAKER_01,27615,29556
2396,SPEAKER_00,29185,31581
1097,SPEAKER_01,31581,32678
7711,SPEAKER_00,32729,40440
1570,SPEAKER_01,40440,42010
3982,SPEAKER_00,41099,45081
2902,SPEAKER_00,47663,50565
642,SPEAKER_01,50565,51207
1687,SPEAKER_01,52253,53940
67,SPEAKER_00,52439,52506
2852,SPEAKER_00,53940,56792
10260,SPEAKER_01,57400,67660
3628,SPEAKER_00,66597,70225
4506,SPEAKER_01,70545,75051
7796,SPEAKER_00,75051,82847
1029,SPEAKER_01,80350,81379
4050,SPEAKER_01,82763,86813
3037,SPEAKER_00,86442,89479
1553,SPEAKER_00,90829,92382
2379,SPEAKER_01,93006,95385
1974,SPEAKER_01,96246,98220
7274,SPEAKER_00,98220,105494
911,SPEAKER_01,99655,100566
3004,SPEAKER_01,101224,104228
2447,SPEAKER_00,106152,108599
4758,SPEAKER_01,108599,113357
7155,SPEAKER_00,110067,117222
2717,SPEAKER_01,116631,119348
9906,SPEAKER_00,119719,129625
3054,SPEAKER_01,129878,132932
27607,SPEAKER_00,132848,160455
2717,SPEAKER_01,160877,163594
1249,SPEAKER_00,163307,164556
9062,SPEAKER_00,165923,174985
3342,SPEAKER_00,175592,178934
286,SPEAKER_01,178934,179220
11222,SPEAKER_00,179794,191016
5940,SPEAKER_01,191421,197361
5434,SPEAKER_00,196804,202238
962,SPEAKER_01,202710,203672
17955,SPEAKER_00,203504,221459
3679,SPEAKER_01,219872,223551
3341,SPEAKER_00,223045,226386
1249,SPEAKER_01,226622,227871
8707,SPEAKER_00,227264,235971
219,SPEAKER_01,228479,228698
7223,SPEAKER_01,235971,243194
12977,SPEAKER_00,242603,255580
472,SPEAKER_01,250889,251361
2059,SPEAKER_01,255799,257858
3510,SPEAKER_00,257858,261368
22393,SPEAKER_01,261621,284014
3999,SPEAKER_00,281264,285263
14175,SPEAKER_01,285786,299961
11205,SPEAKER_00,299877,311082
3409,SPEAKER_01,311183,314592
7341,SPEAKER_00,314693,322034
17,SPEAKER_01,316667,316684
26679,SPEAKER_01,322034,348713
439,SPEAKER_00,327788,328227
1215,SPEAKER_00,333745,334960
22765,SPEAKER_00,349050,371815
7155,SPEAKER_01,372051,379206
101,SPEAKER_00,374110,374211
8505,SPEAKER_00,378514,387019
1249,SPEAKER_01,381349,382598
7982,SPEAKER_01,387154,395136
826,SPEAKER_00,389939,390765
7661,SPEAKER_00,394478,402139
1570,SPEAKER_01,399169,400739
20858,SPEAKER_01,402004,422862
489,SPEAKER_00,411201,411690
877,SPEAKER_00,415572,416449
5265,SPEAKER_00,422828,428093
7391,SPEAKER_01,425764,433155
67,SPEAKER_00,431232,431299
3038,SPEAKER_00,433155,436193
27878,SPEAKER_01,437070,464948
625,SPEAKER_00,441424,442049
1552,SPEAKER_00,447432,448984
524,SPEAKER_00,454890,455414
1384,SPEAKER_00,463665,465049
3308,SPEAKER_00,465741,469049
30477,SPEAKER_01,470027,500504
523,SPEAKER_00,475039,475562
928,SPEAKER_00,476254,477182
371,SPEAKER_00,480591,480962
506,SPEAKER_00,486531,487037
1434,SPEAKER_00,492792,494226
3865,SPEAKER_01,501482,505347
641,SPEAKER_00,505752,506393
9517,SPEAKER_01,506393,515910
1401,SPEAKER_00,515910,517311
11188,SPEAKER_01,517311,528499
68,SPEAKER_00,522660,522728
135,SPEAKER_00,526980,527115
3713,SPEAKER_00,528499,532212
270,SPEAKER_01,529680,529950
4792,SPEAKER_01,532212,537004
455,SPEAKER_00,536819,537274
31017,SPEAKER_01,538472,569489
17,SPEAKER_00,549930,549947
1299,SPEAKER_00,553829,555128
6615,SPEAKER_00,568814,575429
7881,SPEAKER_01,574787,582668
641,SPEAKER_00,576306,576947
641,SPEAKER_00,582820,583461
2666,SPEAKER_01,583461,586127
14377,SPEAKER_01,587258,601635
675,SPEAKER_00,587798,588473
9551,SPEAKER_00,601720,611271
15086,SPEAKER_01,611676,626762
573,SPEAKER_00,623607,624180
10682,SPEAKER_00,625345,636027
29447,SPEAKER_01,637275,666722
371,SPEAKER_00,639824,640195
540,SPEAKER_00,653442,653982
675,SPEAKER_00,660495,661170
9483,SPEAKER_01,667634,677117
3122,SPEAKER_00,677117,680239
708,SPEAKER_01,677894,678602
287,SPEAKER_00,680931,681218
20233,SPEAKER_01,681218,701451
473,SPEAKER_00,683310,683783
2379,SPEAKER_00,693756,696135
1367,SPEAKER_00,701417,702784
2093,SPEAKER_01,702784,704877
2463,SPEAKER_00,704624,707087
15255,SPEAKER_01,707864,723119
2784,SPEAKER_00,723996,726780
4742,SPEAKER_01,727050,731792
10716,SPEAKER_00,731235,741951
5113,SPEAKER_01,742204,747317
10462,SPEAKER_00,747267,757729
15356,SPEAKER_01,757493,772849
658,SPEAKER_00,762657,763315
135,SPEAKER_00,766859,766994
1687,SPEAKER_00,772799,774486
3645,SPEAKER_01,774402,778047
354,SPEAKER_00,775364,775718
4945,SPEAKER_00,776882,781827
202,SPEAKER_01,778857,779059
13466,SPEAKER_01,781844,795310
2532,SPEAKER_00,789707,792239
422,SPEAKER_00,794854,795276
8944,SPEAKER_01,796491,805435
4844,SPEAKER_00,804675,809519
1451,SPEAKER_01,806886,808337
8134,SPEAKER_01,809451,817585
776,SPEAKER_00,812168,812944
1182,SPEAKER_00,816690,817872
6024,SPEAKER_01,818834,824858
3865,SPEAKER_01,825482,829347
303,SPEAKER_00,829347,829650
9332,SPEAKER_01,830612,839944
1350,SPEAKER_00,839944,841294
6565,SPEAKER_01,841294,847859
2683,SPEAKER_00,847808,850491
3105,SPEAKER_01,850677,853782
24537,SPEAKER_00,854220,878757
3510,SPEAKER_01,878757,882267
4539,SPEAKER_00,881828,886367
7290,SPEAKER_01,885456,892746
38425,SPEAKER_00,892290,930715
152,SPEAKER_01,895024,895176
1637,SPEAKER_00,931305,932942
4405,SPEAKER_01,932942,937347
22157,SPEAKER_00,936334,958491
