Duration (s),Speaker,start_ms,end_ms
2003,SPEAKER_01,263,2266
4550,SPEAKER_01,19193,23743
815,SPEAKER_00,23845,24660
3344,SPEAKER_01,24745,28089
255,SPEAKER_00,28089,28344
3566,SPEAKER_01,28106,31672
4975,SPEAKER_00,32096,37071
3837,SPEAKER_00,37495,41332
441,SPEAKER_00,41604,42045
4432,SPEAKER_01,42045,46477
866,SPEAKER_00,45424,46290
255,SPEAKER_01,46765,47020
136,SPEAKER_01,47071,47207
17,SPEAKER_01,47258,47275
16,SPEAKER_01,47292,47308
1646,SPEAKER_00,48056,49702
17,SPEAKER_00,49991,50008
5976,SPEAKER_00,50025,56001
1189,SPEAKER_00,56578,57767
3430,SPEAKER_01,57512,60942
17,SPEAKER_01,61027,61044
4176,SPEAKER_00,61044,65220
1647,SPEAKER_01,63624,65271
9932,SPEAKER_01,65916,75848
6689,SPEAKER_00,76205,82894
51,SPEAKER_01,78208,78259
238,SPEAKER_01,81230,81468
11069,SPEAKER_01,82470,93539
1307,SPEAKER_00,93896,95203
11052,SPEAKER_00,95577,106629
5365,SPEAKER_00,106663,112028
713,SPEAKER_01,106884,107597
4041,SPEAKER_00,112079,116120
340,SPEAKER_01,112130,112470
51,SPEAKER_01,116120,116171
2615,SPEAKER_01,116188,118803
323,SPEAKER_00,118938,119261
1188,SPEAKER_01,119261,120449
4788,SPEAKER_00,120721,125509
2275,SPEAKER_01,125152,127427
5314,SPEAKER_00,127937,133251
339,SPEAKER_01,132657,132996
1035,SPEAKER_00,134864,135899
6180,SPEAKER_00,136069,142249
322,SPEAKER_01,138039,138361
1902,SPEAKER_00,142707,144609
373,SPEAKER_01,144660,145033
17,SPEAKER_00,145033,145050
1902,SPEAKER_00,145067,146969
1069,SPEAKER_00,147818,148887
1001,SPEAKER_01,148684,149685
17,SPEAKER_01,149991,150008
12750,SPEAKER_01,150076,162826
407,SPEAKER_00,160297,160704
6621,SPEAKER_01,164168,170789
883,SPEAKER_00,170636,171519
3735,SPEAKER_01,171910,175645
9016,SPEAKER_01,175899,184915
10493,SPEAKER_01,185152,195645
2683,SPEAKER_00,196765,199448
3158,SPEAKER_01,199312,202470
798,SPEAKER_00,202945,203743
272,SPEAKER_01,203488,203760
102,SPEAKER_00,203760,203862
339,SPEAKER_00,203930,204269
628,SPEAKER_00,204388,205016
6044,SPEAKER_00,205543,211587
2122,SPEAKER_00,212130,214252
391,SPEAKER_01,214388,214779
8353,SPEAKER_00,214779,223132
3344,SPEAKER_01,223234,226578
12157,SPEAKER_00,226646,238803
407,SPEAKER_01,233302,233709
526,SPEAKER_01,236952,237478
4448,SPEAKER_01,238022,242470
272,SPEAKER_00,243030,243302
917,SPEAKER_01,243505,244422
1172,SPEAKER_00,245152,246324
3447,SPEAKER_01,246578,250025
4159,SPEAKER_01,250297,254456
764,SPEAKER_00,252691,253455
15297,SPEAKER_01,254983,270280
356,SPEAKER_00,261570,261926
1035,SPEAKER_00,264032,265067
3617,SPEAKER_00,270517,274134
119,SPEAKER_00,274541,274660
2734,SPEAKER_00,275067,277801
1274,SPEAKER_00,278310,279584
798,SPEAKER_00,279957,280755
357,SPEAKER_01,280755,281112
7096,SPEAKER_00,281078,288174
781,SPEAKER_01,285916,286697
408,SPEAKER_01,288089,288497
2632,SPEAKER_00,289125,291757
220,SPEAKER_01,291757,291977
2139,SPEAKER_00,292300,294439
4516,SPEAKER_00,294694,299210
424,SPEAKER_01,299210,299634
7471,SPEAKER_00,299787,307258
408,SPEAKER_01,304507,304915
407,SPEAKER_01,307173,307580
3854,SPEAKER_00,307648,311502
4398,SPEAKER_01,311213,315611
17,SPEAKER_01,315628,315645
288,SPEAKER_00,315645,315933
17,SPEAKER_01,315662,315679
917,SPEAKER_01,315933,316850
6502,SPEAKER_00,317190,323692
1409,SPEAKER_01,317665,319074
407,SPEAKER_01,322538,322945
3209,SPEAKER_00,324252,327461
1647,SPEAKER_01,327461,329108
4737,SPEAKER_00,329685,334422
221,SPEAKER_01,334660,334881
3786,SPEAKER_00,334881,338667
68,SPEAKER_01,334898,334966
848,SPEAKER_01,338803,339651
2631,SPEAKER_00,340365,342996
4499,SPEAKER_00,343353,347852
424,SPEAKER_01,347852,348276
7045,SPEAKER_00,348837,355882
951,SPEAKER_00,356307,357258
883,SPEAKER_00,358412,359295
7742,SPEAKER_00,359855,367597
322,SPEAKER_01,367258,367580
85,SPEAKER_01,367597,367682
2309,SPEAKER_00,368344,370653
560,SPEAKER_01,370993,371553
10102,SPEAKER_00,372062,382164
1206,SPEAKER_01,380517,381723
3225,SPEAKER_00,382555,385780
645,SPEAKER_01,385696,386341
5705,SPEAKER_00,386816,392521
4346,SPEAKER_01,392266,396612
476,SPEAKER_00,393488,393964
7063,SPEAKER_00,396918,403981
7182,SPEAKER_00,404456,411638
492,SPEAKER_01,411638,412130
1987,SPEAKER_00,412096,414083
4126,SPEAKER_00,414643,418769
764,SPEAKER_01,419176,419940
4075,SPEAKER_00,420042,424117
5586,SPEAKER_01,423013,428599
1273,SPEAKER_00,428786,430059
3379,SPEAKER_01,429872,433251
272,SPEAKER_00,431179,431451
2326,SPEAKER_00,433828,436154
6400,SPEAKER_01,436460,442860
6146,SPEAKER_00,442555,448701
509,SPEAKER_01,448735,449244
3972,SPEAKER_00,449499,453471
374,SPEAKER_01,453488,453862
17,SPEAKER_00,453862,453879
2597,SPEAKER_00,453998,456595
1205,SPEAKER_00,457054,458259
1206,SPEAKER_01,458361,459567
1512,SPEAKER_00,459634,461146
1409,SPEAKER_01,460263,461672
5161,SPEAKER_00,461672,466833
475,SPEAKER_01,461740,462215
238,SPEAKER_00,466884,467122
866,SPEAKER_01,467122,467988
866,SPEAKER_00,468089,468955
220,SPEAKER_01,468633,468853
323,SPEAKER_01,468955,469278
17,SPEAKER_00,469278,469295
5704,SPEAKER_00,469431,475135
5212,SPEAKER_01,475237,480449
204,SPEAKER_00,478140,478344
68,SPEAKER_00,479482,479550
815,SPEAKER_00,481179,481994
7929,SPEAKER_00,482283,490212
356,SPEAKER_01,490297,490653
4483,SPEAKER_00,491213,495696
306,SPEAKER_01,492317,492623
984,SPEAKER_01,494949,495933
578,SPEAKER_00,495933,496511
526,SPEAKER_01,496375,496901
1851,SPEAKER_00,497393,499244
391,SPEAKER_01,499176,499567
6672,SPEAKER_00,499872,506544
663,SPEAKER_01,506544,507207
10612,SPEAKER_00,507325,517937
1375,SPEAKER_00,518446,519821
357,SPEAKER_01,519685,520042
509,SPEAKER_00,520246,520755
798,SPEAKER_00,521315,522113
3379,SPEAKER_00,522877,526256
7725,SPEAKER_00,526460,534185
1206,SPEAKER_01,534286,535492
5042,SPEAKER_00,535662,540704
3583,SPEAKER_01,539074,542657
7198,SPEAKER_00,542453,549651
1528,SPEAKER_00,550212,551740
1019,SPEAKER_01,551994,553013
11274,SPEAKER_01,553471,564745
