Duration (s),Speaker,start_ms,end_ms
1705,SPEAKER_01,497,2202
7493,SPEAKER_01,19009,26502
877,SPEAKER_00,26502,27379
2582,SPEAKER_01,27379,29961
2143,SPEAKER_00,30248,32391
4421,SPEAKER_01,33353,37774
7509,SPEAKER_00,37859,45368
27675,SPEAKER_01,45317,72992
286,SPEAKER_00,55004,55290
2852,SPEAKER_01,74950,77802
8252,SPEAKER_01,79017,87269
1047,SPEAKER_00,85125,86172
6800,SPEAKER_00,88349,95149
5063,SPEAKER_01,93495,98558
2177,SPEAKER_00,98558,100735
7695,SPEAKER_01,100701,108396
979,SPEAKER_00,108430,109409
1451,SPEAKER_01,110185,111636
7290,SPEAKER_00,112210,119500
5923,SPEAKER_01,119297,125220
25988,SPEAKER_00,123921,149909
675,SPEAKER_01,133911,134586
1535,SPEAKER_01,149605,151140
17331,SPEAKER_00,151326,168657
10564,SPEAKER_01,168724,179288
31438,SPEAKER_00,176453,207891
7695,SPEAKER_01,206727,214422
4675,SPEAKER_00,214894,219569
928,SPEAKER_01,217594,218522
1417,SPEAKER_01,219248,220665
3612,SPEAKER_00,220665,224277
6885,SPEAKER_01,224277,231162
2126,SPEAKER_01,231803,233929
911,SPEAKER_00,233794,234705
25397,SPEAKER_01,234705,260102
15171,SPEAKER_00,260625,275796
810,SPEAKER_01,271206,272016
18563,SPEAKER_01,276285,294848
253,SPEAKER_00,283778,284031
1215,SPEAKER_00,295337,296552
2532,SPEAKER_00,298020,300552
3257,SPEAKER_01,301615,304872
591,SPEAKER_00,302256,302847
7458,SPEAKER_00,304872,312330
9129,SPEAKER_01,312145,321274
1434,SPEAKER_00,319013,320447
6598,SPEAKER_00,321274,327872
8404,SPEAKER_01,326590,334994
10345,SPEAKER_00,334639,344984
439,SPEAKER_01,339482,339921
7931,SPEAKER_01,345051,352982
3206,SPEAKER_00,353539,356745
21634,SPEAKER_01,356290,377924
692,SPEAKER_00,368001,368693
28502,SPEAKER_00,376118,404620
1620,SPEAKER_00,405244,406864
13921,SPEAKER_01,406949,420870
303,SPEAKER_00,410982,411285
10918,SPEAKER_01,421512,432430
1451,SPEAKER_00,421866,423317
26410,SPEAKER_00,432480,458890
422,SPEAKER_01,450452,450874
8977,SPEAKER_01,458890,467867
2093,SPEAKER_00,468525,470618
1535,SPEAKER_01,470230,471765
18630,SPEAKER_00,472052,490682
9636,SPEAKER_00,491762,501398
608,SPEAKER_01,496791,497399
1974,SPEAKER_01,501381,503355
3477,SPEAKER_00,503625,507102
1317,SPEAKER_01,507405,508722
13298,SPEAKER_00,509211,522509
17753,SPEAKER_01,522255,540008
3459,SPEAKER_00,540278,543737
16740,SPEAKER_01,543974,560714
219,SPEAKER_00,555567,555786
6008,SPEAKER_00,561439,567447
6851,SPEAKER_01,566637,573488
5923,SPEAKER_00,572104,578027
6648,SPEAKER_01,577842,584490
641,SPEAKER_00,580289,580930
253,SPEAKER_00,581875,582128
25650,SPEAKER_00,585435,611085
438,SPEAKER_01,597012,597450
1755,SPEAKER_01,606428,608183
6564,SPEAKER_01,611153,617717
8083,SPEAKER_00,617717,625800
270,SPEAKER_01,625800,626070
10311,SPEAKER_00,626391,636702
8050,SPEAKER_01,637157,645207
1248,SPEAKER_00,639672,640920
3949,SPEAKER_00,645544,649493
3814,SPEAKER_00,650117,653931
1029,SPEAKER_01,653847,654876
