Duration (s),Speaker,start_ms,end_ms
1873,SPEAKER_01,497,2370
4979,SPEAKER_01,19110,24089
810,SPEAKER_00,24089,24899
2126,SPEAKER_01,25253,27379
8083,SPEAKER_00,27379,35462
17,SPEAKER_01,29539,29556
338,SPEAKER_01,31530,31868
6531,SPEAKER_01,35715,42246
793,SPEAKER_00,42246,43039
2329,SPEAKER_01,43039,45368
928,SPEAKER_00,45621,46549
1536,SPEAKER_01,46549,48085
1130,SPEAKER_00,48085,49215
4978,SPEAKER_01,49401,54379
321,SPEAKER_00,54632,54953
13720,SPEAKER_01,55712,69432
742,SPEAKER_00,57957,58699
186,SPEAKER_00,63998,64184
1350,SPEAKER_00,69837,71187
4709,SPEAKER_01,71220,75929
456,SPEAKER_00,73819,74275
1704,SPEAKER_00,77211,78915
3679,SPEAKER_01,78915,82594
2379,SPEAKER_00,83337,85716
1316,SPEAKER_00,86661,87977
1300,SPEAKER_01,87977,89277
2717,SPEAKER_00,89766,92483
861,SPEAKER_01,92550,93411
1518,SPEAKER_00,94154,95672
10867,SPEAKER_01,95453,106320
641,SPEAKER_00,103806,104447
8624,SPEAKER_00,106320,114944
3796,SPEAKER_01,114944,118740
2075,SPEAKER_01,119365,121440
3493,SPEAKER_00,121508,125001
39791,SPEAKER_01,125001,164792
4574,SPEAKER_01,165585,170159
1485,SPEAKER_00,170294,171779
40162,SPEAKER_01,171779,211941
489,SPEAKER_00,210861,211350
4826,SPEAKER_00,211941,216767
23355,SPEAKER_01,216767,240122
2211,SPEAKER_00,240696,242907
4151,SPEAKER_01,242907,247058
776,SPEAKER_00,247379,248155
6564,SPEAKER_01,248155,254719
3611,SPEAKER_00,254888,258499
19508,SPEAKER_01,258499,278007
3240,SPEAKER_00,278597,281837
2970,SPEAKER_01,281939,284909
8218,SPEAKER_00,284909,293127
24553,SPEAKER_01,291085,315638
5214,SPEAKER_00,316161,321375
48769,SPEAKER_01,321375,370144
995,SPEAKER_00,366702,367697
6126,SPEAKER_00,370313,376439
5434,SPEAKER_01,376759,382193
10715,SPEAKER_00,382784,393499
355,SPEAKER_01,382834,383189
31287,SPEAKER_01,393482,424769
456,SPEAKER_00,422423,422879
286,SPEAKER_00,424769,425055
1772,SPEAKER_01,426304,428076
3898,SPEAKER_00,427435,431333
2193,SPEAKER_01,431249,433442
726,SPEAKER_00,433695,434421
2649,SPEAKER_01,435434,438083
2582,SPEAKER_00,436547,439129
7256,SPEAKER_01,439079,446335
30240,SPEAKER_01,446976,477216
5450,SPEAKER_00,477385,482835
40315,SPEAKER_01,482852,523167
51,SPEAKER_00,521580,521631
17669,SPEAKER_00,523470,541139
12994,SPEAKER_01,540565,553559
12572,SPEAKER_00,553913,566485
14866,SPEAKER_01,565844,580710
152,SPEAKER_00,571767,571919
3577,SPEAKER_00,580795,584372
3494,SPEAKER_01,584085,587579
709,SPEAKER_00,587815,588524
10446,SPEAKER_01,588692,599138
4050,SPEAKER_00,599374,603424
5636,SPEAKER_01,603424,609060
320,SPEAKER_00,605247,605567
4202,SPEAKER_00,609145,613347
354,SPEAKER_01,612284,612638
16976,SPEAKER_01,613279,630255
2059,SPEAKER_00,630525,632584
48752,SPEAKER_01,632382,681134
1536,SPEAKER_00,674873,676409
19406,SPEAKER_01,682129,701535
7391,SPEAKER_00,701738,709129
489,SPEAKER_01,709079,709568
2480,SPEAKER_00,710699,713179
6935,SPEAKER_01,712994,719929
2059,SPEAKER_00,720604,722663
6042,SPEAKER_01,722747,728789
15002,SPEAKER_00,729042,744044
2531,SPEAKER_01,743554,746085
8252,SPEAKER_00,746136,754388
1823,SPEAKER_01,754590,756413
1687,SPEAKER_00,756413,758100
12876,SPEAKER_01,757611,770487
14107,SPEAKER_01,771567,785674
3459,SPEAKER_01,786434,789893
20959,SPEAKER_01,790517,811476
11171,SPEAKER_00,811746,822917
18563,SPEAKER_01,822242,840805
2042,SPEAKER_00,841699,843741
45681,SPEAKER_01,843741,889422
438,SPEAKER_00,879297,879735
2919,SPEAKER_00,889574,892493
33,SPEAKER_01,890232,890265
4844,SPEAKER_01,892830,897674
1367,SPEAKER_00,898230,899597
2008,SPEAKER_01,899682,901690
826,SPEAKER_00,901994,902820
16959,SPEAKER_01,903040,919999
878,SPEAKER_00,920117,920995
2717,SPEAKER_01,920995,923712
11171,SPEAKER_00,924218,935389
253,SPEAKER_01,930141,930394
15542,SPEAKER_01,935153,950695
5315,SPEAKER_00,950729,956044
304,SPEAKER_01,954424,954728
7695,SPEAKER_01,956095,963790
1350,SPEAKER_00,963992,965342
41090,SPEAKER_01,965140,1006230
9332,SPEAKER_00,1006568,1015900
3206,SPEAKER_01,1016052,1019258
3121,SPEAKER_00,1017689,1020810
47453,SPEAKER_01,1020810,1068263
540,SPEAKER_00,1042495,1043035
878,SPEAKER_00,1068482,1069360
23355,SPEAKER_01,1069444,1092799
3408,SPEAKER_00,1093154,1096562
77879,SPEAKER_01,1097220,1175099
1620,SPEAKER_00,1105439,1107059
793,SPEAKER_00,1157717,1158510
5990,SPEAKER_01,1175740,1181730
13888,SPEAKER_00,1182102,1195990
7881,SPEAKER_01,1194893,1202774
2312,SPEAKER_00,1202942,1205254
709,SPEAKER_01,1205710,1206419
2531,SPEAKER_00,1206419,1208950
20723,SPEAKER_01,1208730,1229453
6345,SPEAKER_00,1229453,1235798
14985,SPEAKER_01,1235477,1250462
574,SPEAKER_00,1238565,1239139
10428,SPEAKER_00,1250834,1261262
1586,SPEAKER_01,1260874,1262460
7020,SPEAKER_00,1262460,1269480
3274,SPEAKER_01,1269278,1272552
10884,SPEAKER_00,1272788,1283672
51,SPEAKER_01,1281495,1281546
3612,SPEAKER_01,1283790,1287402
5147,SPEAKER_00,1286592,1291739
1570,SPEAKER_01,1291519,1293089
33598,SPEAKER_00,1293089,1326687
591,SPEAKER_01,1296767,1297358
2193,SPEAKER_01,1326687,1328880
13821,SPEAKER_00,1329285,1343106
3038,SPEAKER_01,1342515,1345553
3763,SPEAKER_00,1345772,1349535
1637,SPEAKER_00,1350413,1352050
236,SPEAKER_01,1352050,1352286
1114,SPEAKER_01,1353535,1354649
7526,SPEAKER_00,1354497,1362023
2869,SPEAKER_01,1362023,1364892
3510,SPEAKER_00,1364942,1368452
5687,SPEAKER_01,1368435,1374122
6818,SPEAKER_00,1373481,1380299
1822,SPEAKER_01,1380248,1382070
1890,SPEAKER_00,1382999,1384889
3679,SPEAKER_01,1385040,1388719
32164,SPEAKER_00,1388972,1421136
51,SPEAKER_01,1395992,1396043
1029,SPEAKER_01,1396853,1397882
439,SPEAKER_01,1406438,1406877
574,SPEAKER_01,1413390,1413964
7628,SPEAKER_01,1421102,1428730
8556,SPEAKER_00,1427346,1435902
5856,SPEAKER_01,1434079,1439935
4067,SPEAKER_00,1440171,1444238
9365,SPEAKER_01,1444154,1453519
16,SPEAKER_00,1447124,1447140
6615,SPEAKER_00,1453722,1460337
1164,SPEAKER_01,1460303,1461467
15610,SPEAKER_00,1461467,1477077
354,SPEAKER_01,1465686,1466040
5164,SPEAKER_01,1476722,1481886
11458,SPEAKER_00,1482173,1493631
7797,SPEAKER_01,1493057,1500854
8032,SPEAKER_00,1501107,1509139
354,SPEAKER_01,1505697,1506051
4151,SPEAKER_01,1508684,1512835
18748,SPEAKER_00,1512835,1531583
320,SPEAKER_01,1516497,1516817
2413,SPEAKER_01,1531583,1533996
10564,SPEAKER_00,1535970,1546534
4303,SPEAKER_01,1546652,1550955
2902,SPEAKER_00,1550500,1553402
725,SPEAKER_01,1553369,1554094
2751,SPEAKER_00,1554094,1556845
2869,SPEAKER_01,1556625,1559494
9906,SPEAKER_00,1559646,1569552
6480,SPEAKER_01,1569552,1576032
405,SPEAKER_00,1573990,1574395
