Duration (s),Speaker,start_ms,end_ms
3072,SPEAKER_01,497,3569
5029,SPEAKER_00,20916,25945
726,SPEAKER_01,25911,26637
3004,SPEAKER_00,26603,29607
1080,SPEAKER_01,29691,30771
5890,SPEAKER_00,33572,39462
11425,SPEAKER_01,39782,51207
2379,SPEAKER_00,52287,54666
12994,SPEAKER_01,54936,67930
8606,SPEAKER_00,67660,76266
40821,SPEAKER_01,76401,117222
40720,SPEAKER_00,117677,158397
24351,SPEAKER_01,158751,183102
5012,SPEAKER_00,183102,188114
34915,SPEAKER_01,189109,224024
69322,SPEAKER_00,224412,293734
6378,SPEAKER_01,294224,300602
9062,SPEAKER_01,301260,310322
13804,SPEAKER_00,310322,324126
4590,SPEAKER_01,324413,329003
1923,SPEAKER_00,328767,330690
50254,SPEAKER_01,330471,380725
11931,SPEAKER_01,381653,393584
39522,SPEAKER_01,394427,433949
607,SPEAKER_00,433510,434117
13956,SPEAKER_01,434927,448883
7121,SPEAKER_00,448225,455346
270,SPEAKER_01,451009,451279
1519,SPEAKER_01,455363,456882
2025,SPEAKER_00,456882,458907
49038,SPEAKER_01,458907,507945
2447,SPEAKER_00,508114,510561
6075,SPEAKER_01,510561,516636
202,SPEAKER_00,513565,513767
793,SPEAKER_01,517277,518070
1570,SPEAKER_00,517935,519505
42474,SPEAKER_01,519505,561979
422,SPEAKER_00,547180,547602
3561,SPEAKER_00,561979,565540
1198,SPEAKER_01,566384,567582
2413,SPEAKER_00,567008,569421
1181,SPEAKER_01,569421,570602
590,SPEAKER_00,570417,571007
9197,SPEAKER_01,571834,581031
1687,SPEAKER_00,580643,582330
4657,SPEAKER_01,582668,587325
9922,SPEAKER_00,586077,595999
11019,SPEAKER_01,596050,607069
911,SPEAKER_00,607069,607980
42306,SPEAKER_01,608672,650978
523,SPEAKER_00,625514,626037
13382,SPEAKER_01,651670,665052
5147,SPEAKER_00,663432,668579
51401,SPEAKER_01,668899,720300
1316,SPEAKER_00,720773,722089
29616,SPEAKER_01,722376,751992
489,SPEAKER_00,734290,734779
540,SPEAKER_00,737985,738525
2312,SPEAKER_00,749545,751857
13045,SPEAKER_01,752700,765745
12369,SPEAKER_00,765863,778232
20739,SPEAKER_01,778688,799427
3696,SPEAKER_00,798533,802229
6733,SPEAKER_01,802229,808962
2109,SPEAKER_00,808844,810953
5585,SPEAKER_01,811122,816707
7965,SPEAKER_00,816707,824672
55738,SPEAKER_01,824672,880410
372,SPEAKER_00,862472,862844
9366,SPEAKER_00,880343,889709
27691,SPEAKER_01,889709,917400
13618,SPEAKER_01,918177,931795
1670,SPEAKER_00,931795,933465
34645,SPEAKER_01,934697,969342
3695,SPEAKER_00,969055,972750
11239,SPEAKER_01,972750,983989
9585,SPEAKER_00,984563,994148
6851,SPEAKER_01,994300,1001151
3695,SPEAKER_00,1000932,1004627
13398,SPEAKER_01,1006079,1019477
10969,SPEAKER_00,1019359,1030328
6092,SPEAKER_01,1031374,1037466
4421,SPEAKER_00,1037939,1042360
32417,SPEAKER_01,1042697,1075114
10412,SPEAKER_00,1075435,1085847
44094,SPEAKER_01,1086353,1130447
85,SPEAKER_00,1109134,1109219
473,SPEAKER_00,1110720,1111193
692,SPEAKER_00,1122499,1123191
2194,SPEAKER_00,1130329,1132523
2211,SPEAKER_01,1132067,1134278
5535,SPEAKER_00,1133957,1139492
46677,SPEAKER_01,1140437,1187114
472,SPEAKER_00,1162274,1162746
692,SPEAKER_00,1187063,1187755
26865,SPEAKER_01,1187755,1214620
1924,SPEAKER_01,1215649,1217573
6734,SPEAKER_01,1218585,1225319
2328,SPEAKER_00,1225437,1227765
25684,SPEAKER_01,1227765,1253449
574,SPEAKER_00,1239848,1240422
641,SPEAKER_00,1253331,1253972
15728,SPEAKER_01,1255069,1270797
11019,SPEAKER_01,1271759,1282778
17836,SPEAKER_01,1283369,1301205
692,SPEAKER_00,1293932,1294624
14648,SPEAKER_01,1302201,1316849
1434,SPEAKER_00,1316798,1318232
21516,SPEAKER_01,1318232,1339748
810,SPEAKER_00,1331800,1332610
2869,SPEAKER_00,1340102,1342971
2025,SPEAKER_01,1342971,1344996
1029,SPEAKER_00,1344743,1345772
6447,SPEAKER_01,1345772,1352219
1923,SPEAKER_00,1352219,1354142
18984,SPEAKER_01,1353417,1372401
1131,SPEAKER_00,1372688,1373819
54506,SPEAKER_01,1373819,1428325
7493,SPEAKER_00,1428392,1435885
