Duration (s),Speaker,start_ms,end_ms
2071,SPEAKER_00,8,2079
4822,SPEAKER_00,19057,23879
798,SPEAKER_01,24049,24847
1799,SPEAKER_00,24881,26680
2717,SPEAKER_00,28361,31078
3311,SPEAKER_01,31196,34507
2920,SPEAKER_00,34881,37801
1018,SPEAKER_01,37920,38938
612,SPEAKER_01,39753,40365
322,SPEAKER_00,40365,40687
4193,SPEAKER_01,41621,45814
373,SPEAKER_00,45764,46137
459,SPEAKER_01,46663,47122
1681,SPEAKER_01,47597,49278
373,SPEAKER_00,49278,49651
3362,SPEAKER_01,50093,53455
713,SPEAKER_00,53115,53828
662,SPEAKER_01,54354,55016
1086,SPEAKER_00,55577,56663
713,SPEAKER_00,56969,57682
1240,SPEAKER_01,58208,59448
4058,SPEAKER_00,59804,63862
1138,SPEAKER_01,60619,61757
11697,SPEAKER_01,64083,75780
1816,SPEAKER_00,75764,77580
1579,SPEAKER_01,77971,79550
628,SPEAKER_00,80925,81553
1562,SPEAKER_01,81825,83387
1103,SPEAKER_00,83319,84422
7453,SPEAKER_01,84507,91960
441,SPEAKER_00,91774,92215
3209,SPEAKER_01,92555,95764
781,SPEAKER_00,96001,96782
1240,SPEAKER_01,96035,97275
3293,SPEAKER_00,97275,100568
2275,SPEAKER_01,100925,103200
679,SPEAKER_00,103098,103777
4142,SPEAKER_01,104779,108921
4363,SPEAKER_01,109210,113573
1324,SPEAKER_00,113777,115101
764,SPEAKER_01,115084,115848
17,SPEAKER_00,115118,115135
5687,SPEAKER_00,116290,121977
6978,SPEAKER_01,122623,129601
339,SPEAKER_00,128005,128344
492,SPEAKER_01,129957,130449
3854,SPEAKER_01,131129,134983
696,SPEAKER_00,134813,135509
2921,SPEAKER_00,135848,138769
1206,SPEAKER_00,139923,141129
16893,SPEAKER_01,141570,158463
560,SPEAKER_00,148684,149244
4380,SPEAKER_00,158480,162860
543,SPEAKER_01,163013,163556
3124,SPEAKER_00,163641,166765
3463,SPEAKER_01,167224,170687
866,SPEAKER_00,170653,171519
14057,SPEAKER_01,171859,185916
441,SPEAKER_00,181774,182215
628,SPEAKER_00,185916,186544
3107,SPEAKER_01,186561,189668
5467,SPEAKER_01,189889,195356
4160,SPEAKER_00,195084,199244
306,SPEAKER_01,196069,196375
7725,SPEAKER_00,199787,207512
