Duration (s),Speaker,start_ms,end_ms
2020,SPEAKER_00,246,2266
4431,SPEAKER_00,19159,23590
747,SPEAKER_01,23743,24490
798,SPEAKER_00,24745,25543
2717,SPEAKER_01,26782,29499
1596,SPEAKER_00,29499,31095
1561,SPEAKER_01,29601,31162
136,SPEAKER_00,31162,31298
747,SPEAKER_01,31298,32045
51,SPEAKER_00,32045,32096
187,SPEAKER_01,32096,32283
4041,SPEAKER_00,32283,36324
917,SPEAKER_01,32385,33302
459,SPEAKER_01,35916,36375
815,SPEAKER_00,36375,37190
2173,SPEAKER_01,37886,40059
152,SPEAKER_00,40297,40449
391,SPEAKER_01,41349,41740
1833,SPEAKER_01,42640,44473
1834,SPEAKER_00,44490,46324
696,SPEAKER_01,46612,47308
4194,SPEAKER_00,47512,51706
4500,SPEAKER_01,54286,58786
1103,SPEAKER_00,58667,59770
2496,SPEAKER_01,59770,62266
4788,SPEAKER_00,62724,67512
2275,SPEAKER_01,67903,70178
662,SPEAKER_00,70178,70840
492,SPEAKER_01,70840,71332
815,SPEAKER_00,71417,72232
1274,SPEAKER_01,72843,74117
1273,SPEAKER_00,74117,75390
1970,SPEAKER_00,76578,78548
1070,SPEAKER_01,78531,79601
1885,SPEAKER_00,78972,80857
6316,SPEAKER_00,81213,87529
2479,SPEAKER_01,87648,90127
493,SPEAKER_00,88938,89431
9423,SPEAKER_01,90874,100297
1222,SPEAKER_01,100942,102164
136,SPEAKER_00,102164,102300
51,SPEAKER_01,102300,102351
34,SPEAKER_00,102351,102385
306,SPEAKER_01,102385,102691
1002,SPEAKER_01,102860,103862
4533,SPEAKER_00,103590,108123
7606,SPEAKER_01,108412,116018
424,SPEAKER_00,113251,113675
1766,SPEAKER_00,114643,116409
10425,SPEAKER_01,116663,127088
339,SPEAKER_00,120297,120636
5738,SPEAKER_00,126986,132724
4041,SPEAKER_00,133183,137224
6995,SPEAKER_01,137546,144541
731,SPEAKER_00,139634,140365
2122,SPEAKER_00,143421,145543
340,SPEAKER_01,145373,145713
4058,SPEAKER_01,146154,150212
1121,SPEAKER_00,149872,150993
2479,SPEAKER_01,151298,153777
1019,SPEAKER_00,153132,154151
441,SPEAKER_01,154202,154643
3718,SPEAKER_01,155237,158955
340,SPEAKER_00,158955,159295
6638,SPEAKER_01,160331,166969
3158,SPEAKER_01,167359,170517
594,SPEAKER_01,170874,171468
475,SPEAKER_01,171825,172300
458,SPEAKER_00,172300,172758
577,SPEAKER_01,173132,173709
1257,SPEAKER_00,174388,175645
425,SPEAKER_01,174439,174864
6485,SPEAKER_01,175764,182249
8098,SPEAKER_00,182572,190670
4584,SPEAKER_00,191112,195696
967,SPEAKER_00,196460,197427
10390,SPEAKER_01,197767,208157
374,SPEAKER_00,208157,208531
187,SPEAKER_01,208531,208718
458,SPEAKER_01,209363,209821
1613,SPEAKER_00,210008,211621
4414,SPEAKER_01,212147,216561
2258,SPEAKER_01,216816,219074
476,SPEAKER_00,218870,219346
8913,SPEAKER_01,219516,228429
594,SPEAKER_00,224422,225016
629,SPEAKER_01,228938,229567
3175,SPEAKER_01,230178,233353
3820,SPEAKER_00,233217,237037
628,SPEAKER_01,237258,237886
1647,SPEAKER_00,237461,239108
5925,SPEAKER_01,239584,245509
4822,SPEAKER_00,244354,249176
832,SPEAKER_00,249923,250755
7420,SPEAKER_01,251349,258769
407,SPEAKER_00,255475,255882
594,SPEAKER_00,255950,256544
1834,SPEAKER_01,259244,261078
4567,SPEAKER_01,261621,266188
7640,SPEAKER_01,266782,274422
4669,SPEAKER_00,274660,279329
5110,SPEAKER_00,279516,284626
6825,SPEAKER_01,285747,292572
645,SPEAKER_00,292572,293217
3905,SPEAKER_01,293251,297156
424,SPEAKER_00,297003,297427
17,SPEAKER_01,297427,297444
9712,SPEAKER_01,297512,307224
509,SPEAKER_00,301638,302147
4533,SPEAKER_01,307563,312096
1036,SPEAKER_00,312096,313132
2428,SPEAKER_01,313217,315645
3243,SPEAKER_01,315899,319142
4669,SPEAKER_01,319516,324185
1257,SPEAKER_00,319668,320925
1070,SPEAKER_01,325101,326171
2649,SPEAKER_01,326595,329244
3361,SPEAKER_01,330297,333658
3515,SPEAKER_01,334473,337988
1172,SPEAKER_00,336646,337818
6010,SPEAKER_01,338497,344507
5603,SPEAKER_01,345033,350636
221,SPEAKER_01,351366,351587
2411,SPEAKER_01,352572,354983
442,SPEAKER_00,355152,355594
527,SPEAKER_01,355916,356443
2224,SPEAKER_01,356816,359040
1766,SPEAKER_01,359753,361519
424,SPEAKER_00,361740,362164
17,SPEAKER_01,362164,362181
3430,SPEAKER_01,362198,365628
2717,SPEAKER_01,365916,368633
391,SPEAKER_00,366086,366477
509,SPEAKER_00,368633,369142
5144,SPEAKER_01,369142,374286
1086,SPEAKER_00,373930,375016
594,SPEAKER_01,375577,376171
12071,SPEAKER_01,377088,389159
8506,SPEAKER_01,389634,398140
662,SPEAKER_00,396358,397020
4839,SPEAKER_01,398531,403370
3140,SPEAKER_01,403455,406595
9762,SPEAKER_00,406239,416001
4142,SPEAKER_01,416409,420551
747,SPEAKER_00,419651,420398
68,SPEAKER_01,420670,420738
17,SPEAKER_00,420738,420755
1375,SPEAKER_01,420755,422130
1189,SPEAKER_01,422266,423455
6299,SPEAKER_01,423726,430025
374,SPEAKER_00,426069,426443
526,SPEAKER_01,430721,431247
4381,SPEAKER_01,431960,436341
458,SPEAKER_00,434881,435339
5399,SPEAKER_01,437003,442402
5008,SPEAKER_00,442317,447325
306,SPEAKER_01,447699,448005
662,SPEAKER_00,448208,448870
2513,SPEAKER_01,449057,451570
5145,SPEAKER_01,451943,457088
255,SPEAKER_00,453149,453404
612,SPEAKER_00,456561,457173
2835,SPEAKER_01,457784,460619
1188,SPEAKER_00,459397,460585
425,SPEAKER_01,461196,461621
1952,SPEAKER_00,461621,463573
2343,SPEAKER_00,463726,466069
1715,SPEAKER_00,466629,468344
340,SPEAKER_01,468293,468633
34,SPEAKER_00,468633,468667
15688,SPEAKER_01,469821,485509
2360,SPEAKER_00,477699,480059
441,SPEAKER_00,483217,483658
560,SPEAKER_00,485713,486273
696,SPEAKER_01,487071,487767
4296,SPEAKER_01,488225,492521
7402,SPEAKER_01,493115,500517
883,SPEAKER_00,495118,496001
1731,SPEAKER_00,498820,500551
