Duration (s),Speaker,start_ms,end_ms
2020,SPEAKER_00,246,2266
5518,SPEAKER_00,19295,24813
781,SPEAKER_01,24898,25679
1918,SPEAKER_00,26222,28140
1834,SPEAKER_01,28904,30738
764,SPEAKER_00,30500,31264
5739,SPEAKER_01,31213,36952
2275,SPEAKER_00,36952,39227
2530,SPEAKER_01,38327,40857
1104,SPEAKER_00,39957,41061
6350,SPEAKER_00,41349,47699
866,SPEAKER_01,44320,45186
2785,SPEAKER_00,48208,50993
6791,SPEAKER_01,50993,57784
526,SPEAKER_00,55271,55797
17351,SPEAKER_00,57784,75135
1850,SPEAKER_01,65526,67376
1138,SPEAKER_01,68955,70093
6520,SPEAKER_01,75831,82351
7046,SPEAKER_00,81349,88395
4567,SPEAKER_00,88497,93064
1120,SPEAKER_01,91876,92996
10747,SPEAKER_00,93505,104252
3175,SPEAKER_01,104286,107461
5467,SPEAKER_00,107224,112691
8133,SPEAKER_00,112928,121061
17,SPEAKER_00,121315,121332
391,SPEAKER_01,121332,121723
102,SPEAKER_00,121349,121451
3192,SPEAKER_00,121570,124762
8556,SPEAKER_01,125747,134303
340,SPEAKER_00,129261,129601
356,SPEAKER_00,131808,132164
12326,SPEAKER_00,134728,147054
2717,SPEAKER_00,147308,150025
7827,SPEAKER_00,150432,158259
9304,SPEAKER_01,158548,167852
679,SPEAKER_00,160636,161315
374,SPEAKER_00,162996,163370
374,SPEAKER_00,167580,167954
5619,SPEAKER_01,167954,173573
18998,SPEAKER_00,173421,192419
509,SPEAKER_01,177852,178361
7352,SPEAKER_01,192724,200076
12411,SPEAKER_01,200857,213268
679,SPEAKER_00,201095,201774
458,SPEAKER_00,202504,202962
458,SPEAKER_00,208514,208972
883,SPEAKER_00,213539,214422
8812,SPEAKER_01,214473,223285
5348,SPEAKER_01,224066,229414
1086,SPEAKER_00,229414,230500
4924,SPEAKER_00,230823,235747
13039,SPEAKER_01,236511,249550
662,SPEAKER_00,240704,241366
1680,SPEAKER_00,246460,248140
3786,SPEAKER_00,248463,252249
1579,SPEAKER_01,252249,253828
15331,SPEAKER_01,254524,269855
306,SPEAKER_00,267648,267954
12343,SPEAKER_00,269957,282300
1494,SPEAKER_01,282453,283947
3990,SPEAKER_00,283522,287512
10101,SPEAKER_01,288039,298140
9185,SPEAKER_01,299346,308531
391,SPEAKER_00,302300,302691
3022,SPEAKER_01,309023,312045
2394,SPEAKER_01,312062,314456
492,SPEAKER_00,313183,313675
1154,SPEAKER_01,314966,316120
9321,SPEAKER_00,316069,325390
442,SPEAKER_01,322249,322691
305,SPEAKER_01,325696,326001
3277,SPEAKER_00,326001,329278
14109,SPEAKER_01,329855,343964
492,SPEAKER_00,334762,335254
628,SPEAKER_00,337716,338344
4754,SPEAKER_00,343658,348412
5908,SPEAKER_01,347071,352979
7063,SPEAKER_00,352962,360025
1240,SPEAKER_00,360619,361859
8302,SPEAKER_00,361910,370212
5755,SPEAKER_01,370280,376035
612,SPEAKER_00,374371,374983
203,SPEAKER_00,375713,375916
493,SPEAKER_01,376765,377258
4804,SPEAKER_01,377988,382792
356,SPEAKER_00,381112,381468
3752,SPEAKER_00,382792,386544
11817,SPEAKER_01,386663,398480
425,SPEAKER_00,392011,392436
442,SPEAKER_00,395899,396341
527,SPEAKER_01,398989,399516
3293,SPEAKER_00,399516,402809
7538,SPEAKER_01,402877,410415
204,SPEAKER_00,403794,403998
459,SPEAKER_00,409023,409482
5025,SPEAKER_00,410076,415101
1834,SPEAKER_01,415373,417207
374,SPEAKER_00,416001,416375
2767,SPEAKER_00,417801,420568
526,SPEAKER_01,417818,418344
1749,SPEAKER_01,420738,422487
